#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All thrones and signs are found in the staticobjects.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Doors sorted by map regions
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;unlockable
##############################################################################

# Doors on region 16_20:

#Normil's Garden
Normils_garden_01;16200001;-109704;76424;-12656;0;0;0;0;0;0;158250;644;518;False
Normils_garden_02;16200002;-110856;77960;-12848;0;0;0;0;0;0;158250;644;518;False
Normils_garden_03;16200003;-111624;77960;-12848;0;0;0;0;0;0;158250;644;518;False
Normils_garden_04;16200004;-107587;80604;-12946;0;0;0;0;0;0;158250;644;518;False
Normils_garden_05;16200005;-109120;80648;-12944;0;0;0;0;0;0;158250;644;518;False
Normils_garden_06;16200006;-108676;82444;-12912;0;0;0;0;0;0;158250;644;518;False
Normils_garden_07;16200007;-110475;83143;-12912;0;0;0;0;0;0;158250;644;518;False
Normils_garden_08;16200008;-112264;82440;-12912;0;0;0;0;0;0;158250;644;518;False
Normils_garden_09;16200009;-111824;80648;-12944;0;0;0;0;0;0;158250;644;518;False
Normils_garden_10;16200010;-107588;83677;-12913;0;0;0;0;0;0;158250;644;518;False
Normils_garden_11;16200011;-110472;84488;-13008;0;0;0;0;0;0;158250;644;518;False
Normils_garden_12;16200012;-111424;87176;-13008;0;0;0;0;0;0;158250;644;518;False
Normils_garden_13;16200013;-110663;84052;-13011;0;0;0;0;0;0;158250;644;518;False
Normils_garden_14;16200014;-113183;87179;-12904;0;0;0;0;0;0;158250;644;518;False
Normils_garden_15;16200015;-115074;87178;-12816;0;0;0;0;0;0;158250;644;518;False
Normils_garden_16;16200016;-116972;87177;-12711;0;0;0;0;0;0;158250;644;518;False
Normils_garden_17;16200017;-108898;82223;-12878;0;0;0;0;0;0;158250;644;518;False
Normils_garden_18;16200018;-110476;82844;-12878;0;0;0;0;0;0;158250;644;518;False
Normils_garden_19;16200019;-112043;82231;-12878;0;0;0;0;0;0;158250;644;518;False
Normils_garden_20;16200022;-107475;83666;-12884;0;0;0;0;0;0;158250;644;518;False
Normils_garden_21;16200023;-109201;81920;-12907;0;0;0;0;0;0;158250;644;518;False
Normils_garden_22;16200024;-110473;82417;-12906;0;0;0;0;0;0;158250;644;518;False
Normils_garden_23;16200025;-111741;81914;-12908;0;0;0;0;0;0;158250;644;518;False
################################################################################

# Doors on region 17_10:

# Olympiad Arena
olympiadarena_Door_001;17100001;-88824;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100002;-87184;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100003;-84599;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100004;-82959;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100005;-80410;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100006;-78749;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100007;-76491;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100008;-74851;-252637;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100009;-88824;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100010;-87184;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100011;-84599;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100012;-82959;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100013;-80410;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100014;-78770;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100015;-76491;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100016;-74851;-249762;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100017;-88824;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100018;-87184;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100019;-84599;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100020;-82959;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100021;-80410;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100022;-78770;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100023;-76491;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100024;-74851;-246955;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100025;-88824;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100026;-87184;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100027;-84599;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100028;-82959;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100029;-80410;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100030;-78770;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100031;-76491;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100032;-74851;-244275;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100033;-88824;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100034;-87184;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100035;-84599;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100036;-82959;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100037;-80410;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100038;-78770;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100039;-76491;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100040;-74851;-241480;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100041;-88800;-238836;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100042;-87160;-238836;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100043;-84599;-238836;-3342;0;0;0;0;0;0;158250;644;518
olympiadarena_Door_001;17100044;-82959;-238836;-3342;0;0;0;0;0;0;158250;644;518
###############################################################################

# Doors on region 17_15:

Automatic_Door;17150001;-85904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150002;-83904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150003;-81904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150004;-79904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150005;-77904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150006;-86498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150007;-85310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150008;-84498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150009;-83310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150010;-82498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150011;-81310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150012;-80498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150013;-79310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150014;-78498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150015;-77310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150016;-85904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150017;-83904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150018;-81904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150019;-79904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
